Date,Open,High,Low,Close,Adj Close,Volume,Return,MA5,Lag1,RSI,MACD,BB_%B,Target
1981-01-30,0.1272320002317428,0.1272320002317428,0.1261159926652908,0.1261159926652908,0.0973351299762725,46188800,-0.05439715605243867,0.13694199621677397,-0.03628799328810839,36.09350720698631,-0.0018591590014039696,-0.15985082557896896,0
1981-02-02,0.1194199994206428,0.1194199994206428,0.1188620030879974,0.1188620030879974,0.0917365327477455,23766400,-0.05751839575608264,0.13191979825496672,-0.05439715605243867,31.277493034122784,-0.0027311847665911406,-0.23974089154958286,1
1981-02-03,0.1233260035514831,0.1238839998841285,0.1233260035514831,0.1233260035514831,0.0951817706227302,19152000,0.037556160484531365,0.12801359891891478,-0.05751839575608264,36.860779072031924,-0.0028559832890423897,0.011758579007142153,1
1981-02-04,0.1277900040149688,0.1283479928970337,0.1277900040149688,0.1277900040149688,0.0986270755529403,27865600,0.036196749549434415,0.1258929997682571,0.037556160484531365,41.940596855620726,-0.0024993827435556863,0.18973574796327003,0
1981-02-05,0.1277900040149688,0.1289059966802597,0.1277900040149688,0.1277900040149688,0.0986270755529403,7929600,0.0,0.12477680146694178,0.036196749549434415,41.940596855620726,-0.002138929660398971,0.21117002685267597,1
1981-02-06,0.1283479928970337,0.1289059966802597,0.1283479928970337,0.1283479928970337,0.0990577265620231,13865600,0.004366451714013175,0.12522320151329036,0.0,42.60995135884577,-0.001754472827259669,0.25365001003866866,0
1981-02-09,0.1227679997682571,0.1227679997682571,0.1216519996523857,0.1216519996523857,0.0938898399472236,16755200,-0.0521706112694712,0.125781200826168,0.004366451714013175,37.08469449508119,-0.0018340581653743956,0.1057666116827744,0
1981-02-10,0.1216519996523857,0.1222100034356117,0.1216519996523857,0.1216519996523857,0.0938898399472236,18345600,0.0,0.12544640004634852,-0.0521706112694712,37.08469449508119,-0.0017688213161448094,0.1465405770937913,0
1981-02-11,0.1183039993047714,0.1183039993047714,0.117746002972126,0.117746002972126,0.0908752158284187,13843200,-0.03210795294299218,0.12343759983777998,0.0,34.09378746489709,-0.0018614726304337034,0.0972084265914648,0
1981-02-12,0.1171879991889,0.1171879991889,0.1166289970278739,0.1166289970278739,0.0900131165981292,14560000,-0.009486572079364097,0.121205398440361,-0.03210795294299218,33.26748977647853,-0.0018659987059768085,0.11990928050787614,0
1981-02-13,0.1149550005793571,0.1149550005793571,0.1138390004634857,0.1138390004634857,0.0878598242998123,11155200,-0.023921980257803233,0.1183035999536514,-0.009486572079364097,31.231449799216108,-0.0019175656892469889,0.10789150340895556,1
1981-02-17,0.1166289970278739,0.1171879991889,0.1166289970278739,0.1166289970278739,0.0900131165981292,12275200,0.024508266525786082,0.11729899942874904,-0.023921980257803233,35.48371464857837,-0.0016354411299866695,0.19991960520335286,1
1981-02-18,0.1216519996523857,0.1227679997682571,0.1216519996523857,0.1216519996523857,0.0938898399472236,19241600,0.04306821418786044,0.11729899942874904,0.024508266525786082,42.39040065928996,-0.0010127218809340924,0.3325865239797169,0
1981-02-19,0.1149550005793571,0.1149550005793571,0.1143969967961311,0.1143969967961311,0.0882904902100563,22310400,-0.05963734979273161,0.11662919819355007,0.04306821418786044,36.339283224042596,-0.0009904138788692524,0.19476737222368648,0
1981-02-20,0.1088170036673545,0.1088170036673545,0.1082589998841285,0.1082589998841285,0.0835532546043396,24371200,-0.053655227706206676,0.11495519876480098,-0.05963734979273161,32.156966705023834,-0.0012720593734453119,0.08829618179053605,1
1981-02-23,0.1099329963326454,0.1104910001158714,0.1099329963326454,0.1099329963326454,0.0848452001810073,14112000,0.015462884843833846,0.11417399793863292,-0.053655227706206676,34.37526849714041,-0.0012280102622846427,0.15078215829907612,0
1981-02-24,0.1071429997682571,0.1071429997682571,0.1060269996523857,0.1060269996523857,0.081830620765686,16979200,-0.03553070334261221,0.11205359846353528,0.015462884843833846,31.765327268457796,-0.0013354344510044264,0.08037837007850285,1
1981-02-25,0.1127230003476142,0.1132809966802597,0.1127230003476142,0.1127230003476142,0.0869984999299049,19488000,0.06315373175871852,0.11026779860258099,-0.03553070334261221,40.15391206283007,-0.0008525293865319535,0.27069992579379903,1
1981-02-26,0.1143969967961311,0.1149550005793571,0.1143969967961311,0.1143969967961311,0.0882904902100563,10841600,0.014850531332156303,0.11026779860258099,0.06315373175871852,42.07126197983964,-0.00034348155596577654,0.3373445277799649,1
1981-02-27,0.1183039993047714,0.1194199994206428,0.1183039993047714,0.1183039993047714,0.0913058817386627,14761600,0.03415301640831547,0.11227679848670954,0.014850531332156303,46.38842105841932,0.00029855501947142864,0.5000176752833264,1
1981-03-02,0.1188620030879974,0.1194199994206428,0.1188620030879974,0.1188620030879974,0.0917365327477455,11760000,0.004716694165076252,0.11406259983777996,0.03415301640831547,46.99598347628563,0.000775884003508997,0.5376833923123185,0
1981-03-03,0.117746002972126,0.117746002972126,0.1171879991889,0.1171879991889,0.0904445648193359,16172800,-0.014083591523004091,0.1162947997450828,0.004716694165076252,45.336089437378966,0.0009807451735834262,0.4726180402879257,0
1981-03-04,0.1166289970278739,0.1166289970278739,0.1160710006952285,0.1160710006952285,0.0895824804902076,13708800,-0.009531679876801813,0.11696439981460567,-0.014083591523004091,44.2139174469079,0.0010374011024652813,0.4405739007024954,0
1981-03-05,0.1160710006952285,0.1160710006952285,0.1155129969120025,0.1155129969120025,0.0891518145799636,5376000,-0.004807434931065724,0.11718759983777996,-0.009531679876801813,43.632887440896525,0.0010315041495187046,0.43796852019057464,0
1981-03-06,0.1155129969120025,0.1155129969120025,0.1143969967961311,0.1143969967961311,0.0882904902100563,11603200,-0.009661251510265534,0.1164061993360519,-0.004807434931065724,42.431885591497576,0.0009487483611336327,0.40798148499316833,0
1981-03-09,0.1060269996523857,0.1060269996523857,0.1054690033197403,0.1054690033197403,0.0813999772071838,15321600,-0.0780439498101646,0.11372759938240047,-0.009661251510265534,34.29838199058949,0.00032145158341885006,-0.018919673196948705,0
1981-03-10,0.1010039970278739,0.1010039970278739,0.1004460006952285,0.1004460006952285,0.07752326130867,28380800,-0.047625391976863996,0.11037919968366619,-0.0780439498101646,30.72947892644636,-0.0003657942630344614,-0.13196482920542385,0
1981-03-11,0.0976559966802597,0.0976559966802597,0.0965399965643882,0.0965399965643882,0.0745086446404457,29859200,-0.03888660677184963,0.10647299885749813,-0.047625391976863996,28.266362085331977,-0.0009824705080036323,-0.14457402413802645,1
1981-03-12,0.1004460006952285,0.1010039970278739,0.1004460006952285,0.1004460006952285,0.07752326130867,59248000,0.040459957218199616,0.10345959961414333,-0.03888660677184963,33.96642091548679,-0.0010218045401466265,0.0741640443708447,0
1981-03-13,0.0998879969120025,0.0998879969120025,0.0993300005793571,0.0993300005793571,0.0766619369387626,231302400,-0.01111044848124454,0.10044620037078852,0.040459957218199616,33.155773739992924,-0.0010153733827768987,0.09120050710136353,1
1981-03-16,0.1032370030879974,0.1043530032038688,0.1032370030879974,0.1032370030879974,0.0796773210167884,37228800,0.039333559708568444,0.09999980032443993,-0.01111044848124454,38.67389923054927,-0.0006577240889613454,0.2519919181460044,1
1981-03-17,0.1082589998841285,0.109375,0.1082589998841285,0.1082589998841285,0.0835532546043396,43747200,0.04864531753067691,0.10156240016221996,0.039333559708568444,44.96314681055102,-2.603122157645698e-05,0.43692123821562684,1
1981-03-18,0.1149550005793571,0.1160710006952285,0.1149550005793571,0.1149550005793571,0.0887211561203002,36937600,0.06185167701895877,0.10524540096521373,0.04864531753067691,52.02745787038613,0.0008512028131657341,0.6922412188296735,0
1981-03-19,0.1143969967961311,0.1143969967961311,0.1138390004634857,0.1138390004634857,0.0878598242998123,37811200,-0.009708147625130836,0.10792400091886516,0.06185167701895877,50.855828140353964,0.0013358675321249649,0.6525553393384503,1
